input12964_animali	input12964	animali	AZIONI	inconsistent
input17586_animali	input17586	animali	AZIONI	inconsistent
input17840_arcobaleno	input17840	arcobaleno	AZIONI	inconsistent
input1961_banco	input1961	banco	AZIONI	inconsistent
input13129_battiscopa	input13129	battiscopa	AZIONI	inconsistent
input5743_biglietto	input5743	biglietto	AZIONI	inconsistent
input1960_bocca	input1960	bocca	AZIONI	inconsistent
input1968_bocca	input1968	bocca	AZIONI	inconsistent
input3732_bomba	input3732	bomba	AZIONI	inconsistent
input11534_braccia	input11534	braccia	AZIONI	inconsistent
input5737_buco	input5737	buco	AZIONI	inconsistent
input369_caffè	input369	caffè	AZIONI	inconsistent
input1961_campanella	input1961	campanella	AZIONI	inconsistent
input13131_cancello	input13131	cancello	AZIONI	inconsistent
input25057_candela	input25057	candela	AZIONI	inconsistent
input1958_cane	input1958	cane	AZIONI	inconsistent
input26742_canzone	input26742	canzone	AZIONI	inconsistent
input11534_capelli	input11534	capelli	AZIONI	inconsistent
input11539_cappelli	input11539	cappelli	AZIONI	inconsistent
input11539_cardigan	input11539	cardigan	AZIONI	inconsistent
input4730_carne	input4730	carne	AZIONI	inconsistent
input11533_carte	input11533	carte	AZIONI	inconsistent
input7670_carte	input7670	carte	AZIONI	inconsistent
input10946_catena	input10946	catena	AZIONI	inconsistent
input27499_catene	input27499	catene	AZIONI	inconsistent
input10956_cattedra	input10956	cattedra	AZIONI	inconsistent
input25058_cattedra	input25058	cattedra	AZIONI	inconsistent
input7669_ceneri	input7669	ceneri	AZIONI	inconsistent
input13131_chiave	input13131	chiave	AZIONI	inconsistent
input4739_cocaina	input4739	cocaina	AZIONI	inconsistent
input17840_colomba	input17840	colomba	AZIONI	inconsistent
input25057_coltello	input25057	coltello	AZIONI	inconsistent
input3302_contante	input3302	contante	AZIONI	inconsistent
input28929_coperta	input28929	coperta	AZIONI	inconsistent
input29940_coriandoli	input29940	coriandoli	AZIONI	inconsistent
input7670_corona	input7670	corona	AZIONI	inconsistent
input33458_cranio	input33458	cranio	AZIONI	inconsistent
input15911_crema	input15911	crema	AZIONI	inconsistent
input14652_crocifisso	input14652	crocifisso	AZIONI	inconsistent
input25985_cuore	input25985	cuore	AZIONI	inconsistent
input3722_denaro	input3722	denaro	AZIONI	inconsistent
input28930_dipinti	input28930	dipinti	AZIONI	inconsistent
input4739_droga	input4739	droga	AZIONI	inconsistent
input7673_erba	input7673	erba	AZIONI	inconsistent
input11534_faccia	input11534	faccia	AZIONI	inconsistent
input35559_faccia	input35559	faccia	AZIONI	inconsistent
input1958_fagiano	input1958	fagiano	AZIONI	inconsistent
input25068_fango	input25068	fango	AZIONI	inconsistent
input26740_farmaci	input26740	farmaci	AZIONI	inconsistent
input12964_fauna	input12964	fauna	AZIONI	inconsistent
input28921_ferro di cavallo	input28921	ferro di cavallo	AZIONI	inconsistent
input4735_ferrovia	input4735	ferrovia	AZIONI	inconsistent
input25063_fiaba	input25063	fiaba	AZIONI	inconsistent
input5494_film	input5494	film	AZIONI	inconsistent
input17586_fiori	input17586	fiori	AZIONI	inconsistent
input7673_fiori	input7673	fiori	AZIONI	inconsistent
input1964_fondamenta	input1964	fondamenta	AZIONI	inconsistent
input5738_forchetta	input5738	forchetta	AZIONI	inconsistent
input5737_foro	input5737	foro	AZIONI	inconsistent
input3387_fotografie	input3387	fotografie	AZIONI	inconsistent
input27493_frigorifero	input27493	frigorifero	AZIONI	inconsistent
input28921_frigorifero	input28921	frigorifero	AZIONI	inconsistent
input1958_fucile	input1958	fucile	AZIONI	inconsistent
input29929_fucile	input29929	fucile	AZIONI	inconsistent
input25068_fuoco	input25068	fuoco	AZIONI	inconsistent
input26739_fuoco	input26739	fuoco	AZIONI	inconsistent
input25985_gambe	input25985	gambe	AZIONI	inconsistent
input10955_gioielli	input10955	gioielli	AZIONI	inconsistent
input25067_giornale	input25067	giornale	AZIONI	inconsistent
input11539_giubbotti	input11539	giubbotti	AZIONI	inconsistent
input20529_giubbotto	input20529	giubbotto	AZIONI	inconsistent
input25062_gru	input25062	gru	AZIONI	inconsistent
input20529_guanti	input20529	guanti	AZIONI	inconsistent
input10952_immagine	input10952	immagine	AZIONI	inconsistent
input34470_incantesimo	input34470	incantesimo	AZIONI	inconsistent
input4739_internet	input4739	internet	AZIONI	inconsistent
input1960_labbra	input1960	labbra	AZIONI	inconsistent
input1968_labbra	input1968	labbra	AZIONI	inconsistent
input1959_lacrime	input1959	lacrime	AZIONI	inconsistent
input5738_lama	input5738	lama	AZIONI	inconsistent
input15148_lancia	input15148	lancia	AZIONI	inconsistent
input25057_lanterna	input25057	lanterna	AZIONI	inconsistent
input10200_legge	input10200	legge	AZIONI	inconsistent
input1205_legge	input1205	legge	AZIONI	inconsistent
input25068_legna	input25068	legna	AZIONI	inconsistent
input28925_lente d'ingrandimento	input28925	lente d'ingrandimento	AZIONI	inconsistent
input1958_lepre	input1958	lepre	AZIONI	inconsistent
input10950_letti	input10950	letti	AZIONI	inconsistent
input7674_letto	input7674	letto	AZIONI	inconsistent
input1961_libro	input1961	libro	AZIONI	inconsistent
input5494_libro	input5494	libro	AZIONI	inconsistent
input25061_macchina	input25061	macchina	AZIONI	inconsistent
input25985_mani	input25985	mani	AZIONI	inconsistent
input13129_manico	input13129	manico	AZIONI	inconsistent
input35559_mano	input35559	mano	AZIONI	inconsistent
input5496_mano	input5496	mano	AZIONI	inconsistent
input4739_marijuana	input4739	marijuana	AZIONI	inconsistent
input25068_marshmallow	input25068	marshmallow	AZIONI	inconsistent
input35567_martello	input35567	martello	AZIONI	inconsistent
input29940_maschere	input29940	maschere	AZIONI	inconsistent
input11536_mascotte	input11536	mascotte	AZIONI	inconsistent
input1961_matita	input1961	matita	AZIONI	inconsistent
input13133_mostro	input13133	mostro	AZIONI	inconsistent
input1964_muro	input1964	muro	AZIONI	inconsistent
input32710_neve	input32710	neve	AZIONI	inconsistent
input3730_neve	input3730	neve	AZIONI	inconsistent
input10951_nuvola	input10951	nuvola	AZIONI	inconsistent
input27501_nuvole	input27501	nuvole	AZIONI	inconsistent
input25058_occhiali	input25058	occhiali	AZIONI	inconsistent
input11542_ombrelli	input11542	ombrelli	AZIONI	inconsistent
input12130_ombrellone	input12130	ombrellone	AZIONI	inconsistent
input10945_oro	input10945	oro	AZIONI	inconsistent
input33458_ossa	input33458	ossa	AZIONI	inconsistent
input22540_paga	input22540	paga	AZIONI	inconsistent
input10948_palloncini	input10948	palloncini	AZIONI	inconsistent
input10952_parola	input10952	parola	AZIONI	inconsistent
input5744_parola	input5744	parola	AZIONI	inconsistent
input28932_pasticcio	input28932	pasticcio	AZIONI	inconsistent
input25061_pedale	input25061	pedale	AZIONI	inconsistent
input10198_peluche	input10198	peluche	AZIONI	inconsistent
input1961_penna	input1961	penna	AZIONI	inconsistent
input3730_pioggia	input3730	pioggia	AZIONI	inconsistent
input29929_pistola	input29929	pistola	AZIONI	inconsistent
input5737_polvere	input5737	polvere	AZIONI	inconsistent
input7669_polvere	input7669	polvere	AZIONI	inconsistent
input13131_porta	input13131	porta	AZIONI	inconsistent
input10955_posate	input10955	posate	AZIONI	inconsistent
input1958_proiettili	input1958	proiettili	AZIONI	inconsistent
input29267_pugni	input29267	pugni	AZIONI	inconsistent
input29512_pugni	input29512	pugni	AZIONI	inconsistent
input19682_pugno	input19682	pugno	AZIONI	inconsistent
input20858_pugno	input20858	pugno	AZIONI	inconsistent
input30688_pugno	input30688	pugno	AZIONI	inconsistent
input1961_quaderno	input1961	quaderno	AZIONI	inconsistent
input28925_racconti gialli	input28925	racconti gialli	AZIONI	inconsistent
input11537_ragni	input11537	ragni	AZIONI	inconsistent
input35560_rana	input35560	rana	AZIONI	inconsistent
input369_regali	input369	regali	AZIONI	inconsistent
input1957_remo	input1957	remo	AZIONI	inconsistent
input28848_riso	input28848	riso	AZIONI	inconsistent
input11542_sabbia	input11542	sabbia	AZIONI	inconsistent
input1968_saliva	input1968	saliva	AZIONI	inconsistent
input1959_sangue	input1959	sangue	AZIONI	inconsistent
input5738_sangue	input5738	sangue	AZIONI	inconsistent
input1957_sassi	input1957	sassi	AZIONI	inconsistent
input10946_sbarre	input10946	sbarre	AZIONI	inconsistent
input26743_sbarre	input26743	sbarre	AZIONI	inconsistent
input28507_sbarre	input28507	sbarre	AZIONI	inconsistent
input11539_scarpe	input11539	scarpe	AZIONI	inconsistent
input33458_scheletro	input33458	scheletro	AZIONI	inconsistent
input13470_scherme	input13470	scherme	AZIONI	inconsistent
input12882_scudo	input12882	scudo	AZIONI	inconsistent
input25057_semini	input25057	semini	AZIONI	inconsistent
input13135_soldi	input13135	soldi	AZIONI	inconsistent
input15911_specchio	input15911	specchio	AZIONI	inconsistent
input5496_statua	input5496	statua	AZIONI	inconsistent
input25058_stereo	input25058	stereo	AZIONI	inconsistent
input5999_stupefacenti	input5999	stupefacenti	AZIONI	inconsistent
input25068_tenda	input25068	tenda	AZIONI	inconsistent
input4735_treno	input4735	treno	AZIONI	inconsistent
input5743_treno	input5743	treno	AZIONI	inconsistent
input7673_vaso	input7673	vaso	AZIONI	inconsistent
input28929_velo che nasconde	input28929	velo che nasconde	AZIONI	inconsistent
input20529_ventaglio	input20529	ventaglio	AZIONI	inconsistent
input20529_ventilatore	input20529	ventilatore	AZIONI	inconsistent
input11539_vestiti	input11539	vestiti	AZIONI	inconsistent
input13135_vestiti	input13135	vestiti	AZIONI	inconsistent
input26746_vestiti	input26746	vestiti	AZIONI	inconsistent
input29940_vestiti	input29940	vestiti	AZIONI	inconsistent
input11539_videogiochi	input11539	videogiochi	AZIONI	inconsistent
input12882_videogioco	input12882	videogioco	AZIONI	inconsistent
input26739_vino	input26739	vino	AZIONI	inconsistent
input28924_xanax	input28924	xanax	AZIONI	inconsistent
input28930_Balzac	input28930	Balzac	AZIONI	inconsistent
input28925_Carofiglio	input28925	Carofiglio	AZIONI	inconsistent
input11535_Gesù	input11535	Gesù	AZIONI	inconsistent
input11540_Hegel	input11540	Hegel	AZIONI	inconsistent
input28927_Hugo	input28927	Hugo	AZIONI	inconsistent
input11536_Juventus	input11536	Juventus	AZIONI	inconsistent
input10200_Kafka	input10200	Kafka	AZIONI	inconsistent
input28925_Sherlock Holmes	input28925	Sherlock Holmes	AZIONI	inconsistent
input11540_Socrate	input11540	Socrate	AZIONI	inconsistent
input15911_afrodite	input15911	afrodite	AZIONI	inconsistent
input1961_alunni	input1961	alunni	AZIONI	inconsistent
input25058_alunni	input25058	alunni	AZIONI	inconsistent
input11533_amici	input11533	amici	AZIONI	inconsistent
input1965_amici	input1965	amici	AZIONI	inconsistent
input25066_amici	input25066	amici	AZIONI	inconsistent
input11535_angelo	input11535	angelo	AZIONI	inconsistent
input13131_angelo	input13131	angelo	AZIONI	inconsistent
input11535_arcangelo	input11535	arcangelo	AZIONI	inconsistent
input25061_atleta	input25061	atleta	AZIONI	inconsistent
input25061_autista	input25061	autista	AZIONI	inconsistent
input28930_autori	input28930	autori	AZIONI	inconsistent
input706_avversario	input706	avversario	AZIONI	inconsistent
input17840_bambini	input17840	bambini	AZIONI	inconsistent
input27504_bambini	input27504	bambini	AZIONI	inconsistent
input14641_bello figo gucciii	input14641	bello figo gucciii	AZIONI	inconsistent
input7674_cameriere	input7674	cameriere	AZIONI	inconsistent
input5743_capostazione	input5743	capostazione	AZIONI	inconsistent
input4735_capotreno	input4735	capotreno	AZIONI	inconsistent
input26743_carcerato	input26743	carcerato	AZIONI	inconsistent
input1965_compagni	input1965	compagni	AZIONI	inconsistent
input27418_compare	input27418	compare	AZIONI	inconsistent
input28927_condannato a morte	input28927	condannato a morte	AZIONI	inconsistent
input7669_defunto	input7669	defunto	AZIONI	inconsistent
input28925_detective	input28925	detective	AZIONI	inconsistent
input28507_detenuto	input28507	detenuto	AZIONI	inconsistent
input11538_difensore	input11538	difensore	AZIONI	inconsistent
input11535_dio	input11535	dio	AZIONI	inconsistent
input25066_famiglia	input25066	famiglia	AZIONI	inconsistent
input1968_fidanzata	input1968	fidanzata	AZIONI	inconsistent
input25066_fidanzato	input25066	fidanzato	AZIONI	inconsistent
input5742_frati	input5742	frati	AZIONI	inconsistent
input10198_genitori	input10198	genitori	AZIONI	inconsistent
input7673_giardiniere	input7673	giardiniere	AZIONI	inconsistent
input10956_giudice	input10956	giudice	AZIONI	inconsistent
input28925_giudice	input28925	giudice	AZIONI	inconsistent
input28927_giudice	input28927	giudice	AZIONI	inconsistent
input1965_gruppo	input1965	gruppo	AZIONI	inconsistent
input29932_gruppo	input29932	gruppo	AZIONI	inconsistent
input10200_magistrato	input10200	magistrato	AZIONI	inconsistent
input5742_monache	input5742	monache	AZIONI	inconsistent
input15744_neonato	input15744	neonato	AZIONI	inconsistent
input1958_nonno	input1958	nonno	AZIONI	inconsistent
input26738_ospiti	input26738	ospiti	AZIONI	inconsistent
input17840_papa	input17840	papa	AZIONI	inconsistent
input3727_papa	input3727	papa	AZIONI	inconsistent
input7669_parente	input7669	parente	AZIONI	inconsistent
input29930_persone	input29930	persone	AZIONI	inconsistent
input29932_persone	input29932	persone	AZIONI	inconsistent
input10200_polizia	input10200	polizia	AZIONI	inconsistent
input26741_polizia	input26741	polizia	AZIONI	inconsistent
input15744_prete	input15744	prete	AZIONI	inconsistent
input18180_prete	input18180	prete	AZIONI	inconsistent
input3727_prete	input3727	prete	AZIONI	inconsistent
input4734_prete	input4734	prete	AZIONI	inconsistent
input26740_psicologo	input26740	psicologo	AZIONI	inconsistent
input7334_re	input7334	re	AZIONI	inconsistent
input7670_re	input7670	re	AZIONI	inconsistent
input4734_sacerdote	input4734	sacerdote	AZIONI	inconsistent
input1966_soldati	input1966	soldati	AZIONI	inconsistent
input18180_suora	input18180	suora	AZIONI	inconsistent
input12497_acque profonde	input12497	acque profonde	CARA	inconsistent
input32743_ambiente	input32743	ambiente	CARA	inconsistent
input5025_ambiente	input5025	ambiente	CARA	inconsistent
input20313_atlantico	input20313	atlantico	CARA	inconsistent
input2675_bagni pubblici	input2675	bagni pubblici	CARA	inconsistent
input67_banca	input67	banca	CARA	inconsistent
input23589_bologna	input23589	bologna	CARA	inconsistent
input11243_borgogna	input11243	borgogna	CARA	inconsistent
input24852_bosco	input24852	bosco	CARA	inconsistent
input62_bosco	input62	bosco	CARA	inconsistent
input19129_camera	input19129	camera	CARA	inconsistent
input21146_campo	input21146	campo	CARA	inconsistent
input26269_campo	input26269	campo	CARA	inconsistent
input68_cantiere	input68	cantiere	CARA	inconsistent
input5699_capitale	input5699	capitale	CARA	inconsistent
input23582_carcere	input23582	carcere	CARA	inconsistent
input8798_carcere	input8798	carcere	CARA	inconsistent
input12493_casa	input12493	casa	CARA	inconsistent
input12502_casa	input12502	casa	CARA	inconsistent
input28706_casa	input28706	casa	CARA	inconsistent
input22492_case	input22492	case	CARA	inconsistent
input17123_casino	input17123	casino	CARA	inconsistent
input30806_casino	input30806	casino	CARA	inconsistent
input20568_chiesa	input20568	chiesa	CARA	inconsistent
input2669_chiesa	input2669	chiesa	CARA	inconsistent
input2921_chiesa	input2921	chiesa	CARA	inconsistent
input5862_chiesa	input5862	chiesa	CARA	inconsistent
input5112_chiesa vecchia	input5112	chiesa vecchia	CARA	inconsistent
input28712_cinema	input28712	cinema	CARA	inconsistent
input28706_città	input28706	città	CARA	inconsistent
input34428_cittadina	input34428	cittadina	CARA	inconsistent
input17625_corte	input17625	corte	CARA	inconsistent
input5018_cucina	input5018	cucina	CARA	inconsistent
input5359_di autobus	input5359	di autobus	CARA	inconsistent
input8802_dipartimento	input8802	dipartimento	CARA	inconsistent
input5112_dogana	input5112	dogana	CARA	inconsistent
input12415_edificio	input12415	edificio	CARA	inconsistent
input32323_edificio	input32323	edificio	CARA	inconsistent
input7038_edificio	input7038	edificio	CARA	inconsistent
input26196_fiume	input26196	fiume	CARA	inconsistent
input61_fiume	input61	fiume	CARA	inconsistent
input21828_giardino	input21828	giardino	CARA	inconsistent
input28706_giardino	input28706	giardino	CARA	inconsistent
input12500_liceo	input12500	liceo	CARA	inconsistent
input1661_liceo	input1661	liceo	CARA	inconsistent
input27194_locale	input27194	locale	CARA	inconsistent
input2415_lontano da casa	input2415	lontano da casa	CARA	inconsistent
input18041_luoghi	input18041	luoghi	CARA	inconsistent
input1409_luogo	input1409	luogo	CARA	inconsistent
input22830_luogo	input22830	luogo	CARA	inconsistent
input2335_luogo	input2335	luogo	CARA	inconsistent
input32323_luogo	input32323	luogo	CARA	inconsistent
input27955_luogo chiuso	input27955	luogo chiuso	CARA	inconsistent
input12502_mare	input12502	mare	CARA	inconsistent
input12670_mare	input12670	mare	CARA	inconsistent
input9057_mare	input9057	mare	CARA	inconsistent
input9645_mare	input9645	mare	CARA	inconsistent
input9648_ministero	input9648	ministero	CARA	inconsistent
input26196_montagna	input26196	montagna	CARA	inconsistent
input9057_montagna	input9057	montagna	CARA	inconsistent
input2667_musei	input2667	musei	CARA	inconsistent
input7964_musei	input7964	musei	CARA	inconsistent
input28705_negozio	input28705	negozio	CARA	inconsistent
input27445_nord	input27445	nord	CARA	inconsistent
input28706_paese	input28706	paese	CARA	inconsistent
input28706_palazzo	input28706	palazzo	CARA	inconsistent
input12495_palestra	input12495	palestra	CARA	inconsistent
input7121_parco	input7121	parco	CARA	inconsistent
input3253_patria	input3253	patria	CARA	inconsistent
input5112_pavese	input5112	pavese	CARA	inconsistent
input17121_percorso	input17121	percorso	CARA	inconsistent
input20142_percorso	input20142	percorso	CARA	inconsistent
input5026_percorso	input5026	percorso	CARA	inconsistent
input18037_posto	input18037	posto	CARA	inconsistent
input17706_prato	input17706	prato	CARA	inconsistent
input9638_prigione	input9638	prigione	CARA	inconsistent
input9648_prigione	input9648	prigione	CARA	inconsistent
input20558_ring	input20558	ring	CARA	inconsistent
input30312_rio	input30312	rio	CARA	inconsistent
input28376_salita	input28376	salita	CARA	inconsistent
input26186_scuola	input26186	scuola	CARA	inconsistent
input26270_scuola	input26270	scuola	CARA	inconsistent
input28707_scuola	input28707	scuola	CARA	inconsistent
input31653_sotterraneo	input31653	sotterraneo	CARA	inconsistent
input26190_sottoterra	input26190	sottoterra	CARA	inconsistent
input32323_stanza	input32323	stanza	CARA	inconsistent
input6954_stanze	input6954	stanze	CARA	inconsistent
input21822_studio	input21822	studio	CARA	inconsistent
input28715_studio	input28715	studio	CARA	inconsistent
input27445_sud	input27445	sud	CARA	inconsistent
input30308_sud America	input30308	sud America	CARA	inconsistent
input9642_terapia intensiva	input9642	terapia intensiva	CARA	inconsistent
input12498_tribunale	input12498	tribunale	CARA	inconsistent
input9055_universo	input9055	universo	CARA	inconsistent
input12496_zoo	input12496	zoo	CARA	inconsistent
input30985_America	input30985	America	EMOZIONI	inconsistent
input30992_America	input30992	America	EMOZIONI	inconsistent
input14108_Grecia	input14108	Grecia	EMOZIONI	inconsistent
input33012_Italia	input33012	Italia	EMOZIONI	inconsistent
input11500_Madagascar	input11500	Madagascar	EMOZIONI	inconsistent
input24017_Napoli	input24017	Napoli	EMOZIONI	inconsistent
input2595_Napoli	input2595	Napoli	EMOZIONI	inconsistent
input2595_Roma	input2595	Roma	EMOZIONI	inconsistent
input33676_Sahara	input33676	Sahara	EMOZIONI	inconsistent
input28718_abitazione	input28718	abitazione	EMOZIONI	inconsistent
input11500_africa	input11500	africa	EMOZIONI	inconsistent
input14104_africa	input14104	africa	EMOZIONI	inconsistent
input14102_bagno	input14102	bagno	EMOZIONI	inconsistent
input14110_bagno	input14110	bagno	EMOZIONI	inconsistent
input22334_banca	input22334	banca	EMOZIONI	inconsistent
input24014_banca	input24014	banca	EMOZIONI	inconsistent
input2594_banca	input2594	banca	EMOZIONI	inconsistent
input4358_banca	input4358	banca	EMOZIONI	inconsistent
input35275_biblioteca	input35275	biblioteca	EMOZIONI	inconsistent
input330_biblioteche	input330	biblioteche	EMOZIONI	inconsistent
input18306_bologna	input18306	bologna	EMOZIONI	inconsistent
input24021_bologna	input24021	bologna	EMOZIONI	inconsistent
input2598_bologna	input2598	bologna	EMOZIONI	inconsistent
input13769_bosco	input13769	bosco	EMOZIONI	inconsistent
input24276_bosco	input24276	bosco	EMOZIONI	inconsistent
input326_bosco	input326	bosco	EMOZIONI	inconsistent
input25368_bungalow	input25368	bungalow	EMOZIONI	inconsistent
input36203_campo	input36203	campo	EMOZIONI	inconsistent
input35280_capoluogo	input35280	capoluogo	EMOZIONI	inconsistent
input11499_casa	input11499	casa	EMOZIONI	inconsistent
input13765_casa	input13765	casa	EMOZIONI	inconsistent
input14101_casa	input14101	casa	EMOZIONI	inconsistent
input17966_casa	input17966	casa	EMOZIONI	inconsistent
input28718_casa	input28718	casa	EMOZIONI	inconsistent
input34524_casa	input34524	casa	EMOZIONI	inconsistent
input35276_casa	input35276	casa	EMOZIONI	inconsistent
input35952_casa	input35952	casa	EMOZIONI	inconsistent
input11501_casa infestata	input11501	casa infestata	EMOZIONI	inconsistent
input29816_case	input29816	case	EMOZIONI	inconsistent
input13767_castello	input13767	castello	EMOZIONI	inconsistent
input2597_cattedrale	input2597	cattedrale	EMOZIONI	inconsistent
input27799_cella	input27799	cella	EMOZIONI	inconsistent
input28723_cella	input28723	cella	EMOZIONI	inconsistent
input25363_chiesa	input25363	chiesa	EMOZIONI	inconsistent
input2597_chiesa	input2597	chiesa	EMOZIONI	inconsistent
input24016_citta	input24016	citta	EMOZIONI	inconsistent
input2595_città	input2595	città	EMOZIONI	inconsistent
input28382_città	input28382	città	EMOZIONI	inconsistent
input28718_città	input28718	città	EMOZIONI	inconsistent
input35280_città	input35280	città	EMOZIONI	inconsistent
input36204_città	input36204	città	EMOZIONI	inconsistent
input17378_cucina	input17378	cucina	EMOZIONI	inconsistent
input28383_cucina	input28383	cucina	EMOZIONI	inconsistent
input33004_deserto	input33004	deserto	EMOZIONI	inconsistent
input33256_deserto	input33256	deserto	EMOZIONI	inconsistent
input33676_deserto	input33676	deserto	EMOZIONI	inconsistent
input36200_deserto	input36200	deserto	EMOZIONI	inconsistent
input29816_edifici	input29816	edifici	EMOZIONI	inconsistent
input14103_edificio	input14103	edificio	EMOZIONI	inconsistent
input23514_edificio	input23514	edificio	EMOZIONI	inconsistent
input329_edificio	input329	edificio	EMOZIONI	inconsistent
input24021_fiume	input24021	fiume	EMOZIONI	inconsistent
input325_fiume	input325	fiume	EMOZIONI	inconsistent
input73_fiume	input73	fiume	EMOZIONI	inconsistent
input74_foresta	input74	foresta	EMOZIONI	inconsistent
input13767_fortezza	input13767	fortezza	EMOZIONI	inconsistent
input11499_hotel	input11499	hotel	EMOZIONI	inconsistent
input11499_ingresso	input11499	ingresso	EMOZIONI	inconsistent
